id,repost_of,name,url,datetime,last_updated,price,where,has_image,geotag,body,created,images,attrs,cats_ok,dogs_ok,no_smoking,housing_type,laundry,parking,bedrooms,bathrooms,area,available,ev_charging,is_furnished,wheelchair_acccess,Latitude,Longitude
7104902168,,"2 MONTHS FREE! Generously Sized Studio Home, Available Today!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-generously/7104902168.html,2020-04-07 13:00,2020-04-07 13:00,$2995,SOMA / south beach,True,"(37.78723, -122.391465)","WELCOME HOME TO RINCON GREEN APARTMENTS FOR RENT IN SAN FRANCISCO  CALL:  show contact info
 x947  . Studio 1 Bath . 455 Sq.Ft * Unit 742 - Available 05/02/20 Rincon Green Address:  333 Harrison St San Francisco, CA 94105  DESCRIPTION  Welcome home to Rincon Green Apartments in San Francisco California. The good life gets the green light at Rincon Green. This inviting community, sustainably designed by David Baker + Partners Architects, is located atop Rincon Hill, San Francisco’s most vibrant and spirted address. Amenities include a community park, rooftop lounge with hot tub and grill, 24-hour fitness center, concierge and cyber café, on-site flex car, and panoramic city views.Please call for an appointment today.  OFFICE   HOURS  Monday  9:00am to 6:00pm      Tuesday  9:00am to 6:00pm      Wednesday  9:00am to 6:00pm      Thursday  9:00am to 6:00pm      Friday  9:00am to 6:00pm      Saturday  9:00am to 6:00pm      Sunday  9:00am to 6:00pm     CALL US TODAY!  show contact info
 x947 Equal Housing Opportunity",2020-04-07 12:56,[],"['0BR / 1Ba', '455ft2', 'apartment', 'w/d in unit', 'attached garage']",,,,apartment,w/d in unit,attached garage,0,1,455ft2,,,,,37.78723,-122.391465
7104902358,,2 MONTHS FREE! You'll Love This! One Bed/Bath Available Now!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-youll-love/7104902358.html,2020-04-07 13:00,2020-04-07 13:00,$3116,SOMA / south beach,True,"(37.78723, -122.391465)","WELCOME HOME TO RINCON GREEN APARTMENTS FOR RENT IN SAN FRANCISCO  CALL:  show contact info
 x949  . 1 Bed 1 Bath . 574 Sq.Ft * Unit 338 - Available Now at $3116 * Unit 438 - Available Now at $3350 * Unit 752 - Available Now at $3395 * Unit 216 - Available 04/18/20 at $3380 Rincon Green Address:  333 Harrison St San Francisco, CA 94105  DESCRIPTION  Welcome home to Rincon Green Apartments in San Francisco California. The good life gets the green light at Rincon Green. This inviting community, sustainably designed by David Baker + Partners Architects, is located atop Rincon Hill, San Francisco’s most vibrant and spirted address. Amenities include a community park, rooftop lounge with hot tub and grill, 24-hour fitness center, concierge and cyber café, on-site flex car, and panoramic city views.Please call for an appointment today.  FLOORPLAN/UNIT   FEATURES  Balconies and Patios in Select Apartment Home  OFFICE   HOURS  Monday  9:00am to 6:00pm      Tuesday  9:00am to 6:00pm      Wednesday  9:00am to 6:00pm      Thursday  9:00am to 6:00pm      Friday  9:00am to 6:00pm      Saturday  9:00am to 6:00pm      Sunday  9:00am to 6:00pm     CALL US TODAY!  show contact info
 x949 Equal Housing Opportunity",2020-04-07 12:56,[],"['1BR / 1Ba', '574ft2', 'apartment', 'w/d in unit', 'attached garage']",,,,apartment,w/d in unit,attached garage,1,1,574ft2,,,,,37.78723,-122.391465
7104897650,,Call or email us to set up a virtual tour!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-call-or-email-us-to-set/7104897650.html,2020-04-07 13:00,2020-04-07 13:00,$2910,lower pac hts,True,"(37.78518, -122.435781)","Don't want to tour because of the Corona virus?

We have a solution! Check out our video tour link below.

< https://youtu.be/ZC-j0djZguE >



http://www.2000post.com

2000 Post, managed by UDR
2000 Post Street
San Francisco, CA 94115





Apartment features:

Double paned windows
Warm finishes
Hardwood flooring throughout
West facing = afternoon sun light 
Courtyard view

* Microwave
* Extra Storage
* Ceiling Fan
* Electric Stove
* Direct Access to Apartment from Garage
* Private Patio or Private Balcony (on select apartments)
* Pre-wired for internet and cable
* Wood Floors
* Fireplace
* Walk-in Closet
* Dishwasher
* Furnished Options Available, Call for Pricing
* Refrigerator
* Granite Countertops
* Disposal



[#7309387]",2020-04-07 12:48,[],"['0BR / 1Ba', '475ft2', 'available apr 7', 'tuesday 2020-05-05', 'EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'attached garage']",True,True,True,apartment,laundry on site,attached garage,0,1,475ft2,apr 7,True,,,37.78518,-122.435781
7104902264,,2 MONTHS FREE! SPACIOUS STUDIO WITH BAY VIEWS! AVAILABLE TODAY!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-spacious/7104902264.html,2020-04-07 13:00,2020-04-07 13:00,$3115,SOMA / south beach,True,"(37.78723, -122.391465)","WELCOME HOME TO RINCON GREEN APARTMENTS FOR RENT IN SAN FRANCISCO  CALL:  show contact info
 x948  . Studio 1 Bath . 560 Sq.Ft * Unit 123 - Available Now at $3115 * Unit 523 - Available Now at $3218 Rincon Green Address:  333 Harrison St San Francisco, CA 94105  DESCRIPTION  Welcome home to Rincon Green Apartments in San Francisco California. The good life gets the green light at Rincon Green. This inviting community, sustainably designed by David Baker + Partners Architects, is located atop Rincon Hill, San Francisco’s most vibrant and spirted address. Amenities include a community park, rooftop lounge with hot tub and grill, 24-hour fitness center, concierge and cyber café, on-site flex car, and panoramic city views.Please call for an appointment today.  OFFICE   HOURS  Monday  9:00am to 6:00pm      Tuesday  9:00am to 6:00pm      Wednesday  9:00am to 6:00pm      Thursday  9:00am to 6:00pm      Friday  9:00am to 6:00pm      Saturday  9:00am to 6:00pm      Sunday  9:00am to 6:00pm     CALL US TODAY!  show contact info
 x948 Equal Housing Opportunity",2020-04-07 12:56,[],"['0BR / 1Ba', '560ft2', 'apartment', 'w/d in unit', 'attached garage']",,,,apartment,w/d in unit,attached garage,0,1,560ft2,,,,,37.78723,-122.391465
7104900731,5480496743,PRIME COW HOLLOW LOCATION! RENOVATED 3 BED/1 BATH FLAT.,https://sfbay.craigslist.org/sfc/apa/d/prime-cow-hollow-location-renovated-3/7104900731.html,2020-04-07 13:00,2020-04-07 13:00,$4995,marina / cow hollow,True,"(37.798172, -122.439083)","Video Tour: https://youtu.be/cCX82SmQH3M Contact info:  Salma & Company | CA DRE #: 01522764 |  show contact info
 | Gorgeous, Top Floor, 3 BED / 1 BATH FLAT! COW HOLLOW's BEST LOCATION.3060 Pierce St Apt 3, San Francisco, CA 94123$4,995/mo KEY FEATURES  Bedrooms:  3 Beds Bathrooms:  1 Bath Parking:  None Lease Duration:  1 Year (See Details Below) Deposit: $4,995 Pets Policy:  No Pets Allowed Laundry:  Shared Floor:  3rd Property Type:  Apartment  DESCRIPTION Gorgeous 3 Bedroom / 1 Bath Flat.  Ready for Occupancy Now Stunning Period Detail Throughout Unit including Box Beamed Ceiling, Stained Glass Windows & Built in Hutch.  Decorative Fireplace.  Hardwood Floors Throughout.  Large Kitchen with Ceramic Tile Floors, Dishwasher and Disposal.  Coin Operated Washer & Dryer on Property.  Two Blocks to Chestnut, Union and Fillmore Streets.  Easy Access to Public Transportation and Hwy 101.  Property on Bedrock not Liquefaction.  For further information, please contact Salma & Company at  show contact info
. DRE #01522764  RENTAL FEATURESLiving roomRange / OvenRefrigeratorDishwasherGarbage disposalCable-readyHardwood floorTile floorSkylights COMMUNITY FEATURESVintage building  LEASE TERMS  One Year Lease.  Security Deposit: $4,995  No Pets.  No Parking. Contact info:   Salma & Company show contact info
CA DRE#: 01522764",2020-04-07 12:53,[],"['3BR / 1Ba', 'available apr 7', 'application fee details: $40 application fee', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']",,,True,apartment,laundry in bldg,no parking,3,1,,apr 7,,,,37.798172,-122.439083
7104902168,,"2 MONTHS FREE! Generously Sized Studio Home, Available Today!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-generously/7104902168.html,2020-04-07 13:00,2020-04-07 13:00,$2995,SOMA / south beach,True,"(37.78723, -122.391465)","WELCOME HOME TO RINCON GREEN APARTMENTS FOR RENT IN SAN FRANCISCO  CALL:  show contact info
 x947  . Studio 1 Bath . 455 Sq.Ft * Unit 742 - Available 05/02/20 Rincon Green Address:  333 Harrison St San Francisco, CA 94105  DESCRIPTION  Welcome home to Rincon Green Apartments in San Francisco California. The good life gets the green light at Rincon Green. This inviting community, sustainably designed by David Baker + Partners Architects, is located atop Rincon Hill, San Francisco’s most vibrant and spirted address. Amenities include a community park, rooftop lounge with hot tub and grill, 24-hour fitness center, concierge and cyber café, on-site flex car, and panoramic city views.Please call for an appointment today.  OFFICE   HOURS  Monday  9:00am to 6:00pm      Tuesday  9:00am to 6:00pm      Wednesday  9:00am to 6:00pm      Thursday  9:00am to 6:00pm      Friday  9:00am to 6:00pm      Saturday  9:00am to 6:00pm      Sunday  9:00am to 6:00pm     CALL US TODAY!  show contact info
 x947 Equal Housing Opportunity",2020-04-07 12:56,[],"['0BR / 1Ba', '455ft2', 'apartment', 'w/d in unit', 'attached garage']",,,,apartment,w/d in unit,attached garage,0,1,455ft2,,,,,37.78723,-122.391465
7104902063,,2 MONTHS FREE! Charming Junior One Bedroom at Rincon Green!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-charming/7104902063.html,2020-04-07 12:59,2020-04-07 12:59,$2935,SOMA / south beach,True,"(37.78723, -122.391465)","WELCOME HOME TO RINCON GREEN APARTMENTS FOR RENT IN SAN FRANCISCO  CALL:  show contact info
 x946  . Studio 1 Bath . 507 Sq.Ft * Unit 218 - Available Now at $2935 * Unit 402 - Available Now at $3141 * Unit 462 - Available 04/08/20 at $3085 * Unit 253 - Available 04/21/20 at $3126 Rincon Green Address:  333 Harrison St San Francisco, CA 94105  DESCRIPTION  Welcome home to Rincon Green Apartments in San Francisco California. The good life gets the green light at Rincon Green. This inviting community, sustainably designed by David Baker + Partners Architects, is located atop Rincon Hill, San Francisco’s most vibrant and spirted address. Amenities include a community park, rooftop lounge with hot tub and grill, 24-hour fitness center, concierge and cyber café, on-site flex car, and panoramic city views.Please call for an appointment today.  OFFICE   HOURS  Monday  9:00am to 6:00pm      Tuesday  9:00am to 6:00pm      Wednesday  9:00am to 6:00pm      Thursday  9:00am to 6:00pm      Friday  9:00am to 6:00pm      Saturday  9:00am to 6:00pm      Sunday  9:00am to 6:00pm     CALL US TODAY!  show contact info
 x946 Equal Housing Opportunity",2020-04-07 12:55,[],"['0BR / 1Ba', '507ft2', 'apartment', 'w/d in unit', 'attached garage']",,,,apartment,w/d in unit,attached garage,0,1,507ft2,,,,,37.78723,-122.391465
7104830628,,Furnished One Bedroom Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-one-bedroom-unit/7104830628.html,2020-04-07 12:58,2020-04-07 12:58,$1983,San Francisco,True,"(37.7786, -122.4892)","This rear-facing remodeled home features an updated kitchen w/ stainless steel appliances, beautifully-maintained warm hardwood floors throughout, and extra-large windows which bask this tranquil home with ample light. The spacious bedroom is accessed through beautiful french doors, and has ample storage/ custom closets. The alcove has a window and would make a perfect office space or nursery.",2020-04-07 10:59,[],"['1BR / 1Ba', '738ft2', 'available may 11', 'furnished', 'apartment', 'w/d in unit', 'off-street parking']",,,,apartment,w/d in unit,off-street parking,1,1,738ft2,may 11,,True,,37.7786,-122.4892
7104890789,,"Perfect Location, Yoga Studio with Spin Bikes, Package Lockers #220",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-perfect-location-yoga/7104890789.html,2020-04-07 12:57,2020-04-07 12:57,$4025,hayes valley,True,"(37.771804, -122.426621)","Alchemy, managed by Holland Residential
200 Buchanan Street
San Francisco, CA 94102



Alchemy offers all of the comforts of home in a great downtown location. Our quiet community offers a reprieve from the hustle and bustle of downtown San Francisco. Call for details!

VIEW OUR WEBSITE:

https://www.hollandresidential.com/alchemy-cl

Alchemy offers all of the comforts of home in a great downtown location. Our quiet community offers a reprieve from the hustle and bustle of downtown San Francisco. Call for details!

This one bedroom one bathroom apartment features a fully equipped kitchen with stainless steel appliances, washer/dryer, soaker tub, and walk-in closet! This apartment requires a $800 deposit. This apartment requires a $800 deposit.

VIEW OUR WEBSITE:

https://www.hollandresidential.com/alchemy-cl

Apartment Features
* Microwave
* Disposal
* Walk-in Closet
* Gas Stove
* Refrigerator, Microwave, Dishwasher & Gas Stove
* Stainless Steel Appliances
* Private Patio or Private Balcony (on select apartments)
* Pre-wired for internet and cable
* Quartz Countertops
* Wood-Like Floors
* Full sized Washer and Dryer in unit
* Refrigerator
* Window Coverings



[#7309630]",2020-04-07 12:36,[],"['1BR / 1Ba', '650ft2', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']",True,True,True,apartment,w/d in unit,attached garage,1,1,650ft2,,,,True,37.771804,-122.426621
7104893776,6775601138,CORNER Apt - Furnished 1x1 in the Marina - CLOSE to PARKS!  *Virtual*,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corner-apt-furnished-1x1/7104893776.html,2020-04-07 12:57,2020-04-07 12:57,$3299,marina / cow hollow,True,"(37.80316, -122.43252)","Unique, Large, Bright and Comfortable 1 Bedroom Apartment is Waiting for You!

Unit is: 
- Overlooking Moscone Park
- Corner Unit 
- Fully Furnished
- Unique Large Floor Plan 

Take a 3D tour around our unit simply copy and paste link below into your browser:

https://my.matterport.com/show/?m=F771Wi9rSoq

(May not represent the exact unit) 

Your dream San Francisco apartment is only one block from the Bay, near Fort Mason; and is a short walk to all the great shops, boutiques and restaurants near the Marina. While jogging on the Marina Green, you see the Golden Gate Bridge, Alcatraz, the Marin Headlands, and the constant marine activity on the San Francisco Bay. You're a short walk from the beautiful Palace of Fine Arts and the fascinating Exploratorium. Cyclists and joggers have an easy ride or run to and across the Golden Gate Bridge. Furnished apartments in the Marina are available, and we also offer short term leases and corporate leases. Our friendly and professional staff is always ready to help you.


• Fitness Center (closed for the duration of SF's shelter-in-place order)
• Heated Swimming Pool   (closed for the duration of SF's shelter-in-place order)
• Gated Parking Available
• Housekeeping Service Available (discontinued for the duration of SF's shelter-in-place order)
• Onsite Laundry Facilities
• Controlled Access
• Professional Management Team 

More info at https://www.1550bayapts.com/

Call us at  



 - For the health and safety of our employees and residents, and in compliance with San Francisco’s mandate, we are not currently conducting in-person tours.

 - Building remains supported by management, maintenance and janitorial teams.

Images may not represent available apartment
Listed price is for minimum 1 year lease
Flexible lease term option available ask for details
Smoking optional building
Pets not allowed",2020-04-07 12:41,[],"['1BR / 1Ba', 'available apr 7', 'furnished', 'apartment', 'laundry on site', 'attached garage']",,,,apartment,laundry on site,attached garage,1,1,,apr 7,,True,,37.80316,-122.43252
7104837451,,BE THE FIRST TO LIVE IN A BRAND NEW HOME* KEY-LESS ENTRY! W/D & MORE!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-be-the-first-to-live-in/7104837451.html,2020-04-07 12:57,2020-04-07 12:57,$4130,hayes valley,True,"(37.773003, -122.421951)","Our leasing office has gone virtual. As the Coronavirus (COVID-19) situation has evolved, we have made changes to our business practices based on the latest public health recommendations. Our management office will remain open to serve our residents. However, we are temporarily ceasing all in-person property tours and meetings with prospective residents. Instead, we invite you to use our website to explore our community virtually. You may also call or email our leasing office to set up a virtual visit with one of our leasing professionals.

 The Rise Hayes Valley 
1699 Market Street, San Francisco, CA, 94103


Call Now -  
 x 97
OR Text 97 to  
 to text our team directly.

See our property details here:
http://cl.greystar.com/h83990

Rise Hayes Valley Welcomes you Home!


This is a 1 Bedroom, 1 Bath, approximately 618 Sq. Ft. 

The Rise Hayes Valley is at the epicenter of the Mission, Upper Market and Hayes Valley neighborhoods in San Francisco. Sitting at the corner of Market St. and Valencia St., The Rise is uniquely positioned so you can chill at the Biergarten on Octavia, take in a flick at the Roxie theater, and do your organic grocery shopping at Rainbow Grocery and Whole Foods. With immediate access to Muni, BART, and bike-friendly lanes, all the best that San Francisco has to offer is at your fingertips. 

Pet Policy:

Cats and Dogs welcome
Limit 2 pets per unit
$65.00 pet rent per pet monthly
$500 deposit per pet due at time of move in
Standard Breed Restrictions apply 


Office Hours:

Monday-Friday:9:00AM-6:00PM


Equal Housing Opportunity 


ZLNWobo363V",2020-04-07 11:10,[],"['1BR / 1Ba', '618ft2', 'available apr 7', 'tuesday 2020-04-07', 'wednesday 2020-04-08', 'thursday 2020-04-09', 'EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",True,True,True,apartment,w/d in unit,attached garage,1,1,618ft2,apr 7,True,,,37.773003,-122.421951
7103910665,7077730808,"Large victorian flat in NOPA, could be 5-bedrooms!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-victorian-flat-in/7103910665.html,2020-04-07 12:57,2020-04-07 12:57,$6995,alamo square / nopa,True,"(37.776055, -122.436966)","Victorian flat with new kitchen and bathrooms.  There are 5 rooms that MAY be used as bedrooms.  They consist of two good sized bedrooms, a smaller bedroom, a living room and dining room.  Additionally, there are 2 all-new bathrooms.  One car garage included for a medium sized car.  Lots of original detail throughout.  Cats considered w/additional deposit.  1-year lease sought.  Security equal to one month's rent.  Tenant pays trash, PG&E, cable, internet, phone, etc.  Walk score = 95

Features include:
-shared yard
-coin-op laundry in the building
-high ceilings
-stainless-steel appliances incl dishwasher
-1 medium-sized car garage plus potential carport outside
-Two bathrooms
-new hardwood floors
-rear deck

After viewing, interested applicants should have the following:

1) completed Rental Application (available by request)
2) verification of income (last 2 pay stubs or offer letters)
3) recent bank statement (to show ample funds for move in)
4) credit report w/score
5) $40 processing fee per applicant (NON-REFUNDABLE)

For questions or to schedule a viewing contact Pete Medina at : PeteMedina50@gmail or call/text at",2020-04-05 12:11,[],"['4BR / 2Ba', 'available apr 11', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']",True,,True,apartment,laundry in bldg,attached garage,4,2,,apr 11,,,,37.776055,-122.436966
7104893621,6165745971,Newly Updated Studio | Pet Friendly | Close to Bart/Muni,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-updated-studio-pet/7104893621.html,2020-04-07 12:57,2020-04-07 12:57,$2095,tenderloin,True,"(37.784676, -122.416118)","425 Hyde

APARTMENT AMENITIES
-Stainless Steel Appliances
-Hardwood flooring 
-Generous Closet space


LEASE TERMS 
-Lease: 1 Year 
-Income: 2.5x Rent 
-Utilities: None Included 
-Deposit: 1x Rent, 2x w/Guarantor 
-Pets: $75 Dog, $50 Cat; $500 Deposit 
-Proof of Income: Offer Letter, Pay Stubs


Security Deposit Alternative: 
- DEPOSIT IQ - Instead of Security Deposit, do a 1x Bond: 25-45% of Rent; Non-Refundable

*APPLICATION LINK: https://www.on-site.com/apply/company/39428

THE CONTACT
Anna Kozak | Sr. Leasing Agent


Mosser Companies
www.mosserco.com

*Text or Email to Schedule a Viewing Appointment
*Price and Availability is Subject to Change 

CaBRE 01341448
*We do business in accordance with the Federal Fair Housing Law",2020-04-07 12:41,[],"['0BR / 1Ba', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no smoking']",True,True,True,apartment,,,0,1,,,,,,37.784676,-122.416118
7104896047,6130052487,Alamo Square Beautifully Updated 1BR |Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-alamo-square-beautifully/7104896047.html,2020-04-07 12:55,2020-04-07 12:55,$3295,alamo square / nopa,True,"(37.773644, -122.434128)","411 Pierce 

EXPERIENCE
The Lifestyle:
Centrally positioned between Hayes Valley and Lower Haight, with easy access to both Bart and Muni, this apartment is the home you've been hoping for. Just around the block from Maven, a noveau American ode to sleek and simple dining, and Horsefeather, a haven for foodies and cocktail enthusiasts alike, there are so many opportunities to experience the richness of the city. 

APARTMENT AMENITIES
-Newly Updated
-Hardwood flooring
-Stainless Steel Appliances
-Dishwasher
-Private Laundry Across the Street


LEASE TERMS 
-Lease: 1 Year 
-Income: 2.5x Rent 
-Credit Score: 600
-Utilities: None Included 
-Deposit: 1x Rent, 2x w/Guarantor 
-Pets: $75 Dog, $50 Cat; $500 Deposit 
-Proof of Income: Offer Letter, Pay Stubs


Security Deposit Alternative: 
- DEPOSIT IQ - Instead of Security Deposit, do a 1x Bond: 25-45% of Rent; Non-Refundable

*APPLICATION LINK: https://www.on-site.com/apply/company/39428

THE CONTACT
Anna Kozak | Sr. Leasing Agent


Mosser Companies
www.mosserco.com

*Text or Email to Schedule a Viewing Appointment
*Price and Availability is Subject to Change 

CaBRE 01341448
*We do business in accordance with the Federal Fair Housing Law",2020-04-07 12:45,[],"['1BR / 1Ba', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",True,True,,apartment,laundry on site,street parking,1,1,,,,,,37.773644,-122.434128
7104899333,,Spacious 2 br with dual sinks and walk in closet. Virtual Tours Only,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2-br-with-dual/7104899333.html,2020-04-07 12:55,2020-04-07 12:55,$4680,SOMA / south beach,True,"(37.783801, -122.396716)","Call Us Today   show contact info


Special Offer
Save up to one month's rent!

Great two bed room apartment located in the heart of SoMa. Every two bed room features two full bed rooms, and two full baths. We have a heated pool, Jacuzzi, work out center, and WiFi lounge on site. 
We are conveniently located near shopping, great restaurants, and public transportation.

SoMa Square is located in a prime area, in the midst of the hustle and bustle of the SoMa district in San Francisco. Being at the nexus of all modes of transportation, you will find that convenience is the amenity that people love most. 

Being able to get around easily is key, but what about when you come back home? When you come back home to SoMa Square you will be encompassed by an oasis-like, elevated central courtyard that is unlike any offering in SoMa. Get in a good workout in our updated fitness center or take a dip in our heated pool. We also have a rejuvenating spa for your pleasure.

Before you make a decision and before you make a move, you must have a look at our wonderful community.

SoMa Square Apartments
More Photos http://www.equityapartments.com/san-francisco-bay/soma/soma-square-apartments?ilsid=93",2020-04-07 12:51,[],"['2BR / 2Ba', '1133ft2', 'available apr 10', 'EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage', 'wheelchair accessible']",True,True,True,apartment,laundry in bldg,attached garage,2,2,1133ft2,apr 10,True,,True,37.783801,-122.396716
7104892040,,PRIME FURNISHED 1Bed/1BA in PREMIUM DOORMAN B'DING -UTILTIES INCLUDED,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-furnished-1bed-1ba/7104892040.html,2020-04-07 12:54,2020-04-07 12:54,$3700,nob hill,True,"(37.787736, -122.412772)","PRIVATE SHOWINGS and VIDEO TOUR AVAILABLE!

Set in the ICONIC sought after downtown San Francisco art deco high-rise this Bright and BEAUTIFULLY FURNISHED Large 1 Bedroom in a prime Doorman Building.

This light and airy residence with high ceilings and rich period details has new wooden floors, with an exceptionally large living room. Large windows let in plenty of natural light!

Stylish furniture throughout the apartment- with a 48"" Samsung Flat Screen TV on a mid century modern tv stand with matching coffee table.

Lovely dining area with a large wooden West Elm mid century modern dining table with expandable leaves for when you're entertaining!

Recently REMODELED KITCHEN with a NEW Samsung Smart Oven, Summit European Style Refrigerator, Dishwasher, Toaster and essentials!

Spacious and beautifully tiled bathroom with a separate shower stall and bath tub.

Large Hallway closet for storage and huge walk in closet in bedroom with Queen sized bed and luxurious Serta mattress.

Shared solarium/roof-deck with spectacular views!

There is a large laundry room in basement of building and basement storage space for bicycles and parking lots in alleys within 1/2 block of the building.

99 Walkscore & 100 Transit Score! VERY CENTRAL LOCATION
10 Minute walk to BART
12 Minute walk to Trader Joe's
5 Minute drive to Whole Food's

UTILITIES INCLUDED in rent!
Building is also wired for Monkey Brains internet
For viewing appointments & more information please call Aashiyana on  


Elevation Real Estate
DRE #02038785",2020-04-07 12:38,[],"['1BR / 1Ba', '770ft2', 'available apr 10', 'furnished', 'apartment', 'laundry in bldg']",,,,apartment,laundry in bldg,,1,1,770ft2,apr 10,,True,,37.787736,-122.412772
7104899107,7092175122,"2.5 BR, 2 BA Newly Renovated Designer Condo",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-25-br-2-ba-newly/7104899107.html,2020-04-07 12:54,2020-04-07 12:54,$5995,lower pac hts,True,"(37.787021, -122.43346)","The unit is a 2-level townhouse and features 2.5 bedrooms (incl. bonus office room), 2 full baths, 3 outdoor patios (with outdoor grill), covered garage for one car, and receives sunlight all day. The unit is offered unfurnished, partially furnished or fully furnished. It is available starting May 1, 2020 and requires a minimum 12-month lease (longer leases will be considered).

Located in the heart of trendy Upper Fillmore district, Lower Pacific Heights - Walkscore 98. Surrounded by shops, high-end retail stores, art galleries, cafes, 5-star restaurants, gourmet groceries, music venues, movie theaters, pharmacies, post office and many other conveniences.

The unit recently underwent a $250K renovation to fit new designer kitchen, living room and bathrooms. Kitchen renovations include custom cabinets, designer Italian lighting, ceasterstone countertops, and top-end appliances. Bathroom renovations include Duravitt Starck wall hung toilets, in-wall flushes, customer cabinetry, hand crafted contemporary sinks, tiling by Porcelenosa, and fittings by Brizio Siderna. One of the bathrooms has a jacuzzi tub and the other has a custom shower setup that includes a rain-shower, body jets and a hand-shower. The house has been fitted with high end accent dimmable LED lighting, including accent lighting under the custom cabinets and bar island.

This house has a wood burning fireplace, three patios and receives sunlight all day. There is also an outdoor grill. Total square footage is 1,400 (not including patios). There is also a new high capacity washer dryer.

The house is wired for high speed Comcast internet and cable. The house is fitted with Sonance® 7.1 in-wall speaker system with a sub-woofer.

For those interested in the partially/fully furnished options, the beds have TempurPedic® mattresses and the living room includes a zero-gravity chair and has a 60"" SmartTV. The house can also come equipped with Sonos® sound system and a Universal remote control.

Price: $6,295 per month. Covered garage space is $295 per month extra, but is negotiable with length of lease.",2020-04-07 12:50,[],"['3BR / 2Ba', '1400ft2', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage']",True,True,True,condo,w/d in unit,attached garage,3,2,1400ft2,,,,,37.787021,-122.43346
7095802246,7027664947,PRIME PACIFIC HEIGHTS GG/BAY VIEW,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights-gg/7095802246.html,2020-04-07 12:54,2020-04-07 12:54,$4600,pacific heights,True,"(37.793347, -122.434734)","STUNNING ONE BEDROOM- MUST SEE- 360 DEGREE VIEW- HUGE WALK IN CLOSET -COAT CLOSET-
MUST SEE
TO VIEW THIS UNIT PLEASE CONTACT _HASMIK @  



AMENITIES:
2 ELEVATORS
ONE YEAR LEASE
NO PETS
RECYCLING/LAUNDRY
WATER/GARBAGE/HEAT AND ELECTRICITY INCLUDED
PARKING AVAILABLE
VERY WELL MAINTAINED BUILDING
ON SITE MANAGER",2020-03-19 08:38,[],"['1BR / 1Ba', 'apartment']",,,,apartment,,,1,1,,,,,,37.793347,-122.434734
7095801713,7052260362,PRIME PACIFIC HEIGHTS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-pacific-heights/7095801713.html,2020-04-07 12:54,2020-04-07 12:54,$3500,pacific heights,True,"(37.793347, -122.434734)","Fifth floor with the view of ALCATRAZ - Prestigious, safe prime location with easy access to the public- fine restaurants, boutiques on trendy Fillmore street.
Junior one bedroom wit refinished hardwood floors- great white remodeled kitchen- dinette area-huge walk in closet and coat closet.

Folks fortunate enough to live in Pacific Heights benefit from its gorgeous parks-play grounds and miles of hiking,running and biking in the adjacent Presidio Park.

To view this incredible unit please contact HASMIK @  


Amenities:
Water/garbage/heat and electricity included
2 Elevators
Laundry facility/recycling area
On site manager
Perfectly maintained building
ONE YEAR LEASE
NO PETS
NON SMOKING BUILDING
Parking available",2020-03-19 08:37,[],"['1BR / 1Ba', 'apartment']",,,,apartment,,,1,1,,,,,,37.793347,-122.434734
